ids	T2-Ag1:B2C_C_Nov	T2-Ag1:B2T_T_Nov	T2-Ag1:B3T_T_Nov	T2-Ag1:B5C_C_Nov	T2-Ag1:B6C_C_Nov	T2-Ag1:B8T_T_Jul
SRR14654187-XM_006557261.3_GeneID:724079	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006557266.3_GeneID:100577931	0.0	7.0	0.0	10.0	0.0	4.0
SRR14654187-XM_006557279.3_GeneID:413892	0.0	1.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006557283.3_GeneID:412547	3.0	4.0	1.0	0.0	5.0	0.0
SRR14654187-XM_006557284.3_GeneID:100578522	1.0	0.0	4.0	0.0	5.0	0.0
SRR14654187-XM_006557289.3_GeneID:411525	0.0	0.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006557291.3_GeneID:411525	1.0	0.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006557292.3_GeneID:411525	1.0	0.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006557296.3-1_GeneID:100578684	5.0	4.0	11.0	0.0	5.0	0.0
SRR14654187-XM_006557296.3_GeneID:100578684	4.0	4.0	9.0	0.0	19.0	0.0
SRR14654187-XM_006557299.3_GeneID:412637	2.0	3.0	4.0	3.0	5.0	0.0
SRR14654187-XM_006557328.3_GeneID:726377	1.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006557332.1_GeneID:409324	1.0	1.0	2.0	0.0	2.0	0.0
SRR14654187-XM_006557334.3_GeneID:727140	1.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006557337.3_GeneID:726100	1.0	0.0	0.0	0.0	1.0	3.0
SRR14654187-XM_006557338.3_GeneID:726100	1.0	0.0	0.0	1.0	1.0	1.0
SRR14654187-XM_006557339.3_GeneID:726100	0.0	0.0	1.0	0.0	1.0	2.0
SRR14654187-XM_006557340.3_GeneID:726100	3.0	0.0	0.0	0.0	2.0	4.0
SRR14654187-XM_006557342.3_GeneID:100576850	2.0	0.0	1.0	0.0	3.0	3.0
SRR14654187-XM_006557346.2_GeneID:726305	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006557350.3_GeneID:408626	0.0	2.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006557359.3_GeneID:726609	0.0	5.0	19.0	7.0	7.0	45.0
SRR14654187-XM_006557392.2_GeneID:726450	0.0	1.0	2.0	1.0	1.0	0.0
SRR14654187-XM_006557412.3_GeneID:100577504	0.0	1.0	17.0	10.0	3.0	3.0
SRR14654187-XM_006557416.3_GeneID:100577537	0.0	0.0	0.0	4.0	0.0	0.0
SRR14654187-XM_006557418.3_GeneID:408336	0.0	2.0	1.0	0.0	0.0	2.0
SRR14654187-XM_006557420.1_GeneID:410289	0.0	2.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006557423.3_GeneID:410290	1.0	0.0	1.0	2.0	0.0	0.0
SRR14654187-XM_006557424.3_GeneID:100577651	2.0	2.0	2.0	3.0	0.0	1.0
SRR14654187-XM_006557425.3_GeneID:100577693	0.0	1.0	1.0	1.0	0.0	0.0
SRR14654187-XM_006557427.3_GeneID:412236	0.0	0.0	3.0	0.0	0.0	1.0
SRR14654187-XM_006557430.3_GeneID:100576552	2.0	2.0	3.0	1.0	1.0	6.0
SRR14654187-XM_006557441.3_GeneID:551838	2.0	3.0	4.0	6.0	9.0	0.0
SRR14654187-XM_006557447.3_GeneID:413311	27.0	12.0	17.0	1.0	24.0	18.0
SRR14654187-XM_006557448.3_GeneID:102654282	14.0	9.0	2.0	0.0	18.0	11.0
SRR14654187-XM_006557449.3_GeneID:102654369	9.0	1.0	0.0	3.0	14.0	2.0
SRR14654187-XM_006557464.2_GeneID:100577378	2.0	2.0	10.0	2.0	15.0	7.0
SRR14654187-XM_006557471.3_GeneID:724952	0.0	0.0	0.0	0.0	4.0	2.0
SRR14654187-XM_006557473.3_GeneID:410375	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006557479.3_GeneID:100359410	19.0	19.0	35.0	47.0	72.0	5.0
SRR14654187-XM_006557480.3_GeneID:100359410	11.0	17.0	12.0	11.0	29.0	2.0
SRR14654187-XM_006557481.3_GeneID:100359410	23.0	49.0	39.0	50.0	55.0	2.0
SRR14654187-XM_006557482.3_GeneID:100359410	44.0	53.0	62.0	113.0	114.0	1.0
SRR14654187-XM_006557484.3_GeneID:411184	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006557491.3_GeneID:552266	155.0	159.0	204.0	3.0	393.0	154.0
SRR14654187-XM_006557503.3_GeneID:411183	102.0	1.0	317.0	0.0	474.0	0.0
SRR14654187-XM_006557509.3_GeneID:411181	0.0	0.0	0.0	3.0	2.0	1.0
SRR14654187-XM_006557516.3_GeneID:411182	10.0	4.0	7.0	6.0	7.0	6.0
SRR14654187-XM_006557517.3_GeneID:411182	0.0	0.0	1.0	0.0	2.0	1.0
SRR14654187-XM_006557519.3_GeneID:413447	0.0	2.0	0.0	1.0	1.0	2.0
SRR14654187-XM_006557523.3_GeneID:409908	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006557535.3_GeneID:724464	0.0	0.0	0.0	2.0	0.0	0.0
SRR14654187-XM_006557542.3_GeneID:551100	0.0	1.0	0.0	0.0	3.0	1.0
SRR14654187-XM_006557543.3_GeneID:551100	3.0	1.0	4.0	3.0	5.0	3.0
SRR14654187-XM_006557544.3_GeneID:551100	0.0	0.0	0.0	0.0	3.0	1.0
SRR14654187-XM_006557545.3_GeneID:551100	1.0	0.0	2.0	0.0	5.0	1.0
SRR14654187-XM_006557552.3_GeneID:552703	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006557582.3_GeneID:551005	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006557583.3_GeneID:551005	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006557584.3_GeneID:551005	0.0	0.0	9.0	3.0	5.0	4.0
SRR14654187-XM_006557589.3_GeneID:725987	0.0	1.0	3.0	0.0	0.0	0.0
SRR14654187-XM_006557681.3_GeneID:410052	0.0	0.0	0.0	1.0	2.0	0.0
SRR14654187-XM_006557686.3_GeneID:409854	0.0	1.0	2.0	0.0	6.0	0.0
SRR14654187-XM_006557687.3_GeneID:409854	9.0	5.0	12.0	5.0	32.0	3.0
SRR14654187-XM_006557703.3_GeneID:412031	1.0	2.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006557727.3_GeneID:409424	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006557767.3_GeneID:551080	0.0	0.0	0.0	0.0	2.0	1.0
SRR14654187-XM_006557768.3-1_GeneID:551080	3.0	1.0	0.0	3.0	19.0	3.0
SRR14654187-XM_006557770.3_GeneID:551080	1.0	1.0	2.0	1.0	2.0	0.0
SRR14654187-XM_006557794.3_GeneID:100576134	10.0	9.0	5.0	8.0	8.0	1.0
SRR14654187-XM_006557800.3_GeneID:408399	0.0	0.0	5.0	0.0	6.0	0.0
SRR14654187-XM_006557801.1_GeneID:408399	0.0	0.0	0.0	0.0	1.0	1.0
SRR14654187-XM_006557805.3_GeneID:411805	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006557807.3_GeneID:551149	0.0	1.0	1.0	0.0	6.0	1.0
SRR14654187-XM_006557808.3_GeneID:551149	16.0	30.0	1.0	12.0	42.0	0.0
SRR14654187-XM_006557809.3_GeneID:551149	1.0	1.0	0.0	2.0	1.0	0.0
SRR14654187-XM_006557811.3_GeneID:551149	10.0	14.0	3.0	12.0	17.0	5.0
SRR14654187-XM_006557816.3_GeneID:408397	1.0	0.0	33.0	6.0	1.0	3.0
SRR14654187-XM_006557829.3_GeneID:551533	20.0	0.0	50.0	1.0	61.0	0.0
SRR14654187-XM_006557835.3_GeneID:551650	4.0	8.0	12.0	5.0	8.0	7.0
SRR14654187-XM_006557846.3_GeneID:551822	7.0	14.0	9.0	0.0	5.0	0.0
SRR14654187-XM_006557863.3_GeneID:413266	3.0	1.0	4.0	0.0	2.0	5.0
SRR14654187-XM_006557867.3_GeneID:413267	2.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006557878.3_GeneID:413565	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006557886.3_GeneID:412119	4.0	3.0	6.0	1.0	10.0	0.0
SRR14654187-XM_006557892.3_GeneID:102655788	0.0	4.0	4.0	23.0	0.0	3.0
SRR14654187-XM_006557918.3_GeneID:409337	1.0	0.0	2.0	0.0	1.0	3.0
SRR14654187-XM_006557980.3_GeneID:413389	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006558004.3_GeneID:102653952	2.0	0.0	0.0	2.0	4.0	1.0
SRR14654187-XM_006558016.2_GeneID:727189	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006558033.3_GeneID:725580	11.0	10.0	4.0	5.0	6.0	6.0
SRR14654187-XM_006558044.3_GeneID:411889	1.0	0.0	1.0	0.0	4.0	0.0
SRR14654187-XM_006558045.3_GeneID:411888	4.0	3.0	0.0	0.0	5.0	0.0
SRR14654187-XM_006558074.3_GeneID:412896	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006558080.3_GeneID:551570	5.0	9.0	14.0	1.0	8.0	7.0
SRR14654187-XM_006558090.3_GeneID:411186	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006558097.3_GeneID:413152	2.0	0.0	0.0	3.0	2.0	0.0
SRR14654187-XM_006558101.3_GeneID:409950	0.0	2.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006558123.3_GeneID:411609	0.0	0.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006558124.3_GeneID:411609	1.0	0.0	2.0	0.0	2.0	0.0
SRR14654187-XM_006558125.3_GeneID:550869	0.0	0.0	4.0	0.0	6.0	0.0
SRR14654187-XM_006558181.3_GeneID:409182	35.0	3.0	22.0	3.0	19.0	39.0
SRR14654187-XM_006558209.3_GeneID:724630	1.0	2.0	0.0	2.0	1.0	1.0
SRR14654187-XM_006558210.3_GeneID:724630	0.0	1.0	0.0	0.0	3.0	0.0
SRR14654187-XM_006558224.3-1_GeneID:551768	1.0	0.0	1.0	2.0	6.0	1.0
SRR14654187-XM_006558237.3_GeneID:726277	2.0	2.0	4.0	0.0	1.0	1.0
SRR14654187-XM_006558241.3_GeneID:409200	1.0	0.0	5.0	0.0	3.0	0.0
SRR14654187-XM_006558242.3_GeneID:409200	0.0	0.0	1.0	1.0	4.0	3.0
SRR14654187-XM_006558267.3_GeneID:409573	3.0	2.0	2.0	1.0	1.0	1.0
SRR14654187-XM_006558279.3_GeneID:412430	0.0	7.0	13.0	0.0	17.0	4.0
SRR14654187-XM_006558291.3_GeneID:725811	2.0	6.0	0.0	5.0	4.0	0.0
SRR14654187-XM_006558292.3_GeneID:551984	0.0	0.0	2.0	0.0	1.0	1.0
SRR14654187-XM_006558313.3_GeneID:725196	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006558384.3_GeneID:551043	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006558385.2_GeneID:551217	0.0	0.0	1.0	0.0	0.0	1.0
SRR14654187-XM_006558395.3_GeneID:551291	0.0	2.0	3.0	0.0	0.0	1.0
SRR14654187-XM_006558414.3-1_GeneID:551655	8.0	5.0	6.0	5.0	8.0	8.0
SRR14654187-XM_006558418.3_GeneID:552493	0.0	0.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006558423.3_GeneID:100577638	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006558424.3_GeneID:100577638	0.0	0.0	1.0	1.0	1.0	1.0
SRR14654187-XM_006558442.3_GeneID:410972	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006558443.3_GeneID:410972	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006558479.3_GeneID:410424	2.0	3.0	8.0	1.0	3.0	4.0
SRR14654187-XM_006558485.3_GeneID:100577348	1.0	0.0	0.0	1.0	2.0	0.0
SRR14654187-XM_006558488.3_GeneID:725290	1.0	2.0	2.0	1.0	3.0	1.0
SRR14654187-XM_006558516.3_GeneID:410415	5.0	4.0	3.0	13.0	5.0	0.0
SRR14654187-XM_006558522.3_GeneID:552409	4.0	3.0	12.0	15.0	2.0	1.0
SRR14654187-XM_006558532.3_GeneID:552191	0.0	3.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006558538.3_GeneID:410417	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006558547.3_GeneID:725390	31.0	35.0	38.0	15.0	32.0	16.0
SRR14654187-XM_006558548.3_GeneID:725390	0.0	0.0	2.0	1.0	0.0	0.0
SRR14654187-XM_006558561.3_GeneID:724874	217.0	253.0	945.0	91.0	416.0	306.0
SRR14654187-XM_006558581.3_GeneID:724372	0.0	1.0	0.0	5.0	0.0	0.0
SRR14654187-XM_006558582.3_GeneID:724372	0.0	0.0	1.0	1.0	2.0	0.0
SRR14654187-XM_006558583.3_GeneID:725306	0.0	4.0	5.0	6.0	3.0	0.0
SRR14654187-XM_006558598.3_GeneID:100578245	0.0	0.0	3.0	0.0	0.0	0.0
SRR14654187-XM_006558601.3_GeneID:413835	1.0	11.0	5.0	2.0	7.0	3.0
SRR14654187-XM_006558609.2_GeneID:409479	0.0	1.0	1.0	2.0	5.0	2.0
SRR14654187-XM_006558610.3_GeneID:552163	0.0	0.0	3.0	0.0	1.0	0.0
SRR14654187-XM_006558629.3-1_GeneID:409169	1.0	9.0	6.0	1.0	14.0	10.0
SRR14654187-XM_006558636.2_GeneID:551835	0.0	0.0	0.0	1.0	2.0	0.0
SRR14654187-XM_006558653.2_GeneID:411423	2.0	10.0	6.0	0.0	20.0	4.0
SRR14654187-XM_006558663.3_GeneID:411052	0.0	1.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006558669.3-1_GeneID:102654271	50.0	0.0	3.0	123.0	77.0	34.0
SRR14654187-XM_006558674.3_GeneID:727092	1.0	2.0	2.0	6.0	1.0	4.0
SRR14654187-XM_006558713.3_GeneID:100576735	6.0	0.0	4.0	8.0	17.0	7.0
SRR14654187-XM_006558728.3_GeneID:411529	0.0	3.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006558741.3_GeneID:408766	6.0	0.0	4.0	5.0	14.0	1.0
SRR14654187-XM_006558745.3_GeneID:408766	1.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006558750.3_GeneID:412662	2.0	0.0	3.0	1.0	0.0	2.0
SRR14654187-XM_006558773.3_GeneID:410475	0.0	0.0	3.0	1.0	0.0	1.0
SRR14654187-XM_006558839.3_GeneID:410149	0.0	1.0	1.0	0.0	0.0	3.0
SRR14654187-XM_006558840.3_GeneID:410149	0.0	3.0	1.0	0.0	0.0	3.0
SRR14654187-XM_006558846.2_GeneID:410058	0.0	0.0	5.0	2.0	0.0	0.0
SRR14654187-XM_006558851.3_GeneID:410169	0.0	0.0	2.0	0.0	1.0	0.0
SRR14654187-XM_006558855.3_GeneID:727015	9.0	8.0	11.0	3.0	20.0	9.0
SRR14654187-XM_006558861.3-2_GeneID:552528	15.0	14.0	12.0	5.0	36.0	12.0
SRR14654187-XM_006558864.3_GeneID:411841	0.0	2.0	2.0	0.0	1.0	0.0
SRR14654187-XM_006558867.3_GeneID:726572	2.0	0.0	1.0	3.0	2.0	0.0
SRR14654187-XM_006558868.3_GeneID:551866	35.0	45.0	92.0	32.0	221.0	1.0
SRR14654187-XM_006558869.3_GeneID:726504	0.0	1.0	0.0	2.0	7.0	0.0
SRR14654187-XM_006558874.3_GeneID:410106	0.0	0.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006558875.2_GeneID:551841	1.0	0.0	3.0	1.0	3.0	0.0
SRR14654187-XM_006558876.2_GeneID:410105	1.0	3.0	6.0	1.0	5.0	0.0
SRR14654187-XM_006558883.3_GeneID:551809	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006558900.3_GeneID:102653930	8.0	11.0	7.0	1.0	16.0	0.0
SRR14654187-XM_006558928.3_GeneID:413894	0.0	9.0	3.0	9.0	4.0	7.0
SRR14654187-XM_006558930.3_GeneID:724153	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006558931.3_GeneID:410295	2.0	2.0	19.0	2.0	0.0	2.0
SRR14654187-XM_006558950.3_GeneID:724286	2.0	0.0	0.0	1.0	5.0	2.0
SRR14654187-XM_006558959.3_GeneID:412108	1.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006558965.3_GeneID:409348	0.0	3.0	4.0	2.0	0.0	0.0
SRR14654187-XM_006558968.3_GeneID:551144	0.0	0.0	2.0	0.0	0.0	1.0
SRR14654187-XM_006558984.3_GeneID:409124	1.0	0.0	0.0	2.0	7.0	1.0
SRR14654187-XM_006558985.3_GeneID:413543	0.0	5.0	2.0	1.0	0.0	0.0
SRR14654187-XM_006559040.3_GeneID:726853	0.0	1.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006559050.3_GeneID:724475	0.0	0.0	4.0	1.0	7.0	2.0
SRR14654187-XM_006559055.3_GeneID:551512	6.0	1.0	0.0	0.0	4.0	0.0
SRR14654187-XM_006559112.3_GeneID:551536	1.0	1.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559121.2-1_GeneID:551690	9.0	3.0	9.0	3.0	22.0	5.0
SRR14654187-XM_006559127.3-1_GeneID:724716	2.0	0.0	3.0	1.0	1.0	2.0
SRR14654187-XM_006559129.3_GeneID:412008	4.0	4.0	1.0	0.0	5.0	0.0
SRR14654187-XM_006559136.3_GeneID:102654955	9.0	6.0	87.0	17.0	31.0	12.0
SRR14654187-XM_006559145.3_GeneID:413410	2.0	2.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559180.3_GeneID:550932	6.0	0.0	2.0	0.0	3.0	0.0
SRR14654187-XM_006559182.3-1_GeneID:550932	9.0	9.0	22.0	0.0	23.0	9.0
SRR14654187-XM_006559182.3_GeneID:550932	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006559183.3-1_GeneID:550932	2.0	2.0	7.0	2.0	5.0	2.0
SRR14654187-XM_006559183.3_GeneID:550932	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559187.2_GeneID:410151	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006559197.3_GeneID:724207	1.0	0.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006559202.3_GeneID:409918	0.0	0.0	1.0	0.0	1.0	1.0
SRR14654187-XM_006559232.3_GeneID:408372	4.0	0.0	2.0	2.0	1.0	0.0
SRR14654187-XM_006559234.3_GeneID:408372	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006559240.3_GeneID:724242	4.0	0.0	3.0	0.0	1.0	2.0
SRR14654187-XM_006559245.3_GeneID:411812	1.0	0.0	6.0	1.0	2.0	2.0
SRR14654187-XM_006559251.3_GeneID:411812	0.0	2.0	2.0	0.0	0.0	0.0
SRR14654187-XM_006559252.3_GeneID:411812	0.0	2.0	11.0	0.0	1.0	1.0
SRR14654187-XM_006559254.3_GeneID:411812	1.0	0.0	1.0	1.0	0.0	3.0
SRR14654187-XM_006559255.3_GeneID:411812	0.0	0.0	2.0	0.0	0.0	0.0
SRR14654187-XM_006559258.3_GeneID:411813	0.0	6.0	27.0	4.0	0.0	21.0
SRR14654187-XM_006559260.3_GeneID:413709	9.0	9.0	5.0	0.0	10.0	5.0
SRR14654187-XM_006559262.3_GeneID:727130	0.0	2.0	0.0	0.0	5.0	0.0
SRR14654187-XM_006559266.3_GeneID:552488	11.0	4.0	7.0	1.0	7.0	6.0
SRR14654187-XM_006559268.3_GeneID:100576840	5.0	3.0	0.0	0.0	2.0	1.0
SRR14654187-XM_006559270.3_GeneID:409892	0.0	0.0	1.0	2.0	0.0	0.0
SRR14654187-XM_006559303.3_GeneID:726526	1.0	2.0	17.0	5.0	6.0	3.0
SRR14654187-XM_006559326.3_GeneID:726205	1.0	2.0	1.0	0.0	2.0	1.0
SRR14654187-XM_006559341.2_GeneID:409469	7.0	10.0	77.0	3.0	20.0	29.0
SRR14654187-XM_006559348.3_GeneID:724422	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006559373.3_GeneID:412083	0.0	0.0	1.0	0.0	2.0	1.0
SRR14654187-XM_006559374.2_GeneID:412083	1.0	0.0	4.0	1.0	3.0	2.0
SRR14654187-XM_006559395.2_GeneID:409487	0.0	1.0	10.0	0.0	3.0	1.0
SRR14654187-XM_006559400.2_GeneID:412696	1.0	0.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006559410.3_GeneID:409638	1.0	1.0	15.0	0.0	21.0	5.0
SRR14654187-XM_006559412.2_GeneID:409638	0.0	1.0	0.0	0.0	1.0	1.0
SRR14654187-XM_006559413.3_GeneID:409638	4.0	0.0	9.0	0.0	3.0	8.0
SRR14654187-XM_006559419.3_GeneID:725117	0.0	0.0	0.0	0.0	1.0	1.0
SRR14654187-XM_006559426.3_GeneID:413254	0.0	0.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006559429.3_GeneID:100577229	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559465.3_GeneID:100577488	1.0	0.0	7.0	9.0	7.0	0.0
SRR14654187-XM_006559466.3_GeneID:409969	4.0	1.0	6.0	0.0	12.0	0.0
SRR14654187-XM_006559505.3_GeneID:409166	2.0	3.0	5.0	0.0	9.0	1.0
SRR14654187-XM_006559506.3_GeneID:409165	110.0	117.0	74.0	32.0	225.0	67.0
SRR14654187-XM_006559508.3_GeneID:100576968	0.0	0.0	1.0	1.0	1.0	0.0
SRR14654187-XM_006559512.3_GeneID:552555	6.0	6.0	10.0	1.0	12.0	3.0
SRR14654187-XM_006559513.2_GeneID:551029	4.0	1.0	6.0	0.0	7.0	0.0
SRR14654187-XM_006559516.3_GeneID:411974	0.0	0.0	4.0	0.0	3.0	0.0
SRR14654187-XM_006559517.3_GeneID:411974	0.0	0.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006559525.3_GeneID:552400	3.0	0.0	3.0	4.0	10.0	1.0
SRR14654187-XM_006559532.3_GeneID:412115	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006559534.3_GeneID:100577582	8.0	4.0	2.0	3.0	9.0	3.0
SRR14654187-XM_006559535.3_GeneID:725967	3.0	1.0	3.0	0.0	2.0	6.0
SRR14654187-XM_006559536.3_GeneID:725967	1.0	0.0	2.0	1.0	1.0	0.0
SRR14654187-XM_006559537.3_GeneID:552279	0.0	5.0	4.0	1.0	5.0	0.0
SRR14654187-XM_006559563.3_GeneID:411774	3.0	3.0	13.0	0.0	27.0	0.0
SRR14654187-XM_006559564.3-1_GeneID:410017	11.0	7.0	22.0	18.0	46.0	0.0
SRR14654187-XM_006559574.3_GeneID:413663	6.0	2.0	11.0	4.0	27.0	0.0
SRR14654187-XM_006559579.3_GeneID:551780	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559585.3_GeneID:725331	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559603.3_GeneID:726617	0.0	2.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559605.3_GeneID:726636	0.0	4.0	0.0	1.0	2.0	0.0
SRR14654187-XM_006559615.3_GeneID:414009	1.0	1.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559621.3_GeneID:102654108	1.0	4.0	3.0	0.0	10.0	0.0
SRR14654187-XM_006559622.3_GeneID:413185	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006559643.3_GeneID:412249	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559646.3_GeneID:727480	0.0	5.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006559647.1_GeneID:102655603	1.0	0.0	2.0	0.0	3.0	0.0
SRR14654187-XM_006559648.3_GeneID:413620	18.0	12.0	2.0	0.0	16.0	0.0
SRR14654187-XM_006559650.3_GeneID:551834	0.0	7.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006559652.3_GeneID:724176	1.0	3.0	3.0	0.0	12.0	5.0
SRR14654187-XM_006559656.3_GeneID:412200	0.0	2.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006559657.3_GeneID:412200	0.0	2.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006559663.3_GeneID:411630	1.0	0.0	2.0	2.0	2.0	0.0
SRR14654187-XM_006559664.3_GeneID:102656579	1.0	0.0	0.0	0.0	11.0	4.0
SRR14654187-XM_006559665.3_GeneID:409628	0.0	0.0	3.0	0.0	1.0	0.0
SRR14654187-XM_006559667.3_GeneID:409628	1.0	1.0	2.0	0.0	1.0	1.0
SRR14654187-XM_006559675.3_GeneID:726673	1.0	7.0	5.0	1.0	0.0	1.0
SRR14654187-XM_006559753.3_GeneID:413874	7.0	0.0	17.0	2.0	25.0	4.0
SRR14654187-XM_006559759.3_GeneID:413987	0.0	0.0	2.0	1.0	2.0	1.0
SRR14654187-XM_006559760.3_GeneID:413987	1.0	1.0	4.0	0.0	3.0	1.0
SRR14654187-XM_006559763.3_GeneID:551916	0.0	0.0	0.0	0.0	1.0	1.0
SRR14654187-XM_006559764.3_GeneID:411492	2.0	0.0	17.0	0.0	8.0	5.0
SRR14654187-XM_006559780.3_GeneID:102656657	1.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006559811.3_GeneID:551437	1.0	1.0	4.0	1.0	1.0	2.0
SRR14654187-XM_006559813.3_GeneID:102655332	2.0	0.0	0.0	0.0	4.0	0.0
SRR14654187-XM_006559821.3-1_GeneID:408951	0.0	1.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006559821.3_GeneID:408951	14.0	19.0	0.0	0.0	18.0	6.0
SRR14654187-XM_006559828.3_GeneID:411229	0.0	0.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006559842.3_GeneID:550706	0.0	1.0	0.0	0.0	1.0	1.0
SRR14654187-XM_006559843.3_GeneID:550706	0.0	1.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006559849.2_GeneID:408624	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006559861.3_GeneID:726291	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006559913.3_GeneID:100576864	3.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006559947.3_GeneID:411897	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006559948.3_GeneID:409447	0.0	0.0	6.0	0.0	3.0	0.0
SRR14654187-XM_006559956.3_GeneID:550659	0.0	1.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559966.3_GeneID:413515	0.0	2.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006559970.3_GeneID:552258	0.0	0.0	3.0	0.0	3.0	3.0
SRR14654187-XM_006559984.3_GeneID:408303	1.0	1.0	11.0	2.0	2.0	0.0
SRR14654187-XM_006559985.3_GeneID:408303	2.0	0.0	6.0	1.0	2.0	1.0
SRR14654187-XM_006559986.3_GeneID:410241	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006559995.3_GeneID:412928	2.0	1.0	2.0	2.0	4.0	0.0
SRR14654187-XM_006559998.3_GeneID:725054	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560000.3_GeneID:550858	6.0	0.0	7.0	0.0	0.0	0.0
SRR14654187-XM_006560001.3_GeneID:726768	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560014.2_GeneID:725074	8.0	13.0	20.0	339.0	48.0	3.0
SRR14654187-XM_006560076.3_GeneID:408417	0.0	1.0	0.0	0.0	0.0	0.0
